ID;DOCID;BEGINTIME;ENDTIME;BEGINTIME_P;ENDTIME_P;ENABLED;SHIFTDATE;HIDEINTALONS
71828;47;0.666667;0.833333;;;1;44364;0
71829;47;0.666667;0.833333;;;1;44369;0
71830;47;0.666667;0.833333;;;1;44371;0
71831;47;0.666667;0.833333;;;1;44376;0
71832;47;0.666667;0.833333;;;1;44378;0
71838;319;0.625;0.791667;;;0;44364;0
71839;319;0.625;0.791667;;;1;44369;0
71840;319;0.625;0.791667;;;1;44371;0
71841;319;0.625;0.791667;;;1;44376;0
71844;300;0.333333;0.583333;;;1;44368;0
71845;300;0.333333;0.583333;;;1;44375;0
71848;300;0.583333;0.833333;;;0;44363;0
71849;300;0.583333;0.833333;;;1;44370;0
71850;300;0.583333;0.833333;;;1;44377;0
71852;24;0.666667;0.729167;;;1;44376;0
71857;450;0.625;0.791667;;;1;44364;0
71858;450;0.625;0.791667;;;1;44371;0
71861;394;0.666667;0.833333;;;0;44363;0
71862;394;0.666667;0.833333;;;1;44370;0
71863;394;0.666667;0.833333;;;1;44377;0
71866;394;0.708333;0.833333;;;0;44364;0
71867;394;0.708333;0.833333;;;0;44371;0
71879;333;0.625;0.708333;;;1;44363;0
71880;333;0.625;0.791667;;;1;44364;0
71881;333;0.708333;0.833333;;;1;44365;0
71882;333;0.625;0.791667;;;0;44368;0
71883;333;0.625;0.791667;;;0;44369;0
71884;333;0.625;0.708333;;;1;44370;0
71885;333;0.625;0.791667;;;1;44371;0
71886;333;0.625;0.791667;;;1;44372;0
71887;333;0.625;0.791667;;;1;44375;0
71888;333;0.625;0.708333;;;1;44376;0
71889;333;0.625;0.791667;;;1;44377;0
71899;442;0.6875;0.729167;;;0;44363;0
71900;442;0.6875;0.729167;;;0;44365;0
71901;442;0.6875;0.729167;;;0;44368;0
71902;442;0.6875;0.729167;;;1;44370;0
71903;442;0.6875;0.729167;;;0;44372;0
71904;442;0.6875;0.729167;;;0;44375;0
71905;442;0.6875;0.729167;;;1;44377;0
71908;195;0.666667;0.833333;;;1;44363;0
71909;195;0.666667;0.833333;;;1;44370;0
71910;195;0.666667;0.833333;;;1;44377;0
71914;416;0.6875;0.833333;;;1;44368;0
71915;416;0.6875;0.833333;;;1;44375;0
71918;416;0.3125;0.583333;;;1;44366;0
71919;416;0.3125;0.583333;;;1;44373;0
71922;92;0.708333;0.833333;;;1;44364;0
71923;92;0.708333;0.833333;;;1;44371;0
71926;384;0.708333;0.833333;;;1;44364;0
71927;384;0.708333;0.833333;;;1;44371;0
71930;139;0.625;0.833333;;;1;44370;0
71936;396;0.666667;0.75;;;1;44365;0
71937;396;0.666667;0.75;;;1;44369;0
71938;396;0.666667;0.75;;;1;44372;0
71939;396;0.666667;0.75;;;0;44376;0
71941;396;0.416667;0.5;;;1;44367;0
71954;428;0.541667;0.645833;;;1;44363;0
71955;428;0.541667;0.645833;;;1;44364;0
71956;428;0.541667;0.645833;;;1;44365;0
71957;428;0.541667;0.645833;;;1;44368;0
71958;428;0.541667;0.645833;;;1;44369;0
71959;428;0.541667;0.645833;;;1;44370;0
71960;428;0.541667;0.645833;;;1;44371;0
71961;428;0.541667;0.645833;;;1;44372;0
71962;428;0.541667;0.645833;;;1;44375;0
71963;428;0.541667;0.645833;;;1;44376;0
71964;428;0.541667;0.645833;;;1;44377;0
71976;289;0.375;0.625;;;1;44363;0
71977;289;0.375;0.625;;;1;44364;0
71978;289;0.375;0.625;;;1;44365;0
71979;289;0.375;0.625;;;1;44368;0
71980;289;0.375;0.625;;;1;44369;0
71981;289;0.375;0.625;;;1;44370;0
71982;289;0.375;0.625;;;1;44371;0
71983;289;0.375;0.625;;;1;44372;0
71984;289;0.375;0.625;;;1;44375;0
71985;289;0.375;0.625;;;1;44376;0
71986;289;0.375;0.625;;;1;44377;0
71989;11;0.375;0.5;;;1;44367;0
71990;11;0.375;0.5;;;1;44374;0
71996;306;0.375;0.541667;;;1;44364;0
72002;11;0.6875;0.833333;;;0;44364;0
72003;11;0.6875;0.833333;;;1;44371;0
72006;38;0.5;0.625;;;1;44368;0
72007;38;0.5;0.625;;;1;44375;0
72013;38;0.291667;0.625;;;1;44364;0
72014;38;0.291667;0.625;;;1;44369;0
72015;38;0.291667;0.625;;;1;44371;0
72016;38;0.291667;0.625;;;1;44376;0
72019;38;0.541667;0.625;;;1;44363;0
72020;38;0.541667;0.625;;;1;44370;0
72021;38;0.541667;0.625;;;1;44377;0
72026;38;0.333333;0.541667;;;1;44365;0
72027;38;0.333333;0.541667;;;1;44366;0
72028;38;0.333333;0.541667;;;1;44372;0
72029;38;0.333333;0.541667;;;1;44373;0
72034;245;0.333333;0.520833;;;1;44368;0
72035;245;0.333333;0.520833;;;1;44375;0
72039;245;0.333333;0.520833;;;1;44369;0
72040;245;0.333333;0.520833;;;1;44376;0
72047;245;0.333333;0.520833;;;1;44363;0
72048;245;0.333333;0.541667;;;1;44364;0
72049;245;0.333333;0.520833;;;1;44365;0
72050;245;0.333333;0.520833;;;1;44370;0
72051;245;0.333333;0.520833;;;1;44371;0
72052;245;0.333333;0.520833;;;1;44372;0
72053;245;0.333333;0.520833;;;1;44377;0
72057;245;0.333333;0.625;;;1;44366;0
72058;245;0.333333;0.625;;;1;44373;0
72061;245;0.333333;0.541667;;;1;44367;0
72062;245;0.333333;0.541667;;;1;44374;0
72074;457;0.666667;0.791667;;;1;44364;0
72075;457;0.666667;0.791667;;;1;44365;0
72076;457;0.666667;0.791667;;;1;44368;0
72077;457;0.666667;0.791667;;;1;44369;0
72078;457;0.666667;0.791667;;;1;44371;0
72079;457;0.666667;0.791667;;;1;44372;0
72080;457;0.666667;0.791667;;;1;44375;0
72081;457;0.666667;0.791667;;;1;44376;0
72086;311;0.708333;0.833333;;;1;44365;0
72087;311;0.708333;0.833333;;;1;44372;0
72094;51;0.375;0.666667;;;1;44364;0
72095;51;0.375;0.666667;;;1;44369;0
72096;51;0.375;0.666667;;;1;44371;0
72097;51;0.375;0.666667;;;1;44376;0
72104;51;0.625;0.75;;;1;44363;0
72105;51;0.625;0.75;;;1;44365;0
72106;51;0.625;0.75;;;1;44368;0
72107;51;0.625;0.75;;;1;44370;0
72108;51;0.625;0.75;;;1;44372;0
72109;51;0.625;0.75;;;1;44375;0
72110;51;0.625;0.75;;;1;44377;0
72119;486;0.583333;0.833333;;;0;44363;0
72120;486;0.583333;0.833333;;;1;44364;0
72121;486;0.583333;0.833333;;;1;44370;0
72122;486;0.583333;0.833333;;;1;44371;0
72123;486;0.583333;0.833333;;;1;44377;0
72127;300;0.333333;0.583333;;;1;44369;0
72128;300;0.333333;0.583333;;;1;44376;0
72131;505;0.6875;0.833333;;;1;44364;0
72132;505;0.6875;0.833333;;;1;44371;0
72140;487;0.333333;0.583333;;;1;44373;0
72143;487;0.333333;0.583333;;;1;44366;0
72151;506;0.4375;0.666667;;;1;44364;0
72152;506;0.4375;0.666667;;;0;44365;0
72153;506;0.4375;0.666667;;;1;44369;0
72154;506;0.4375;0.666667;;;1;44371;0
72155;506;0.4375;0.666667;;;0;44372;0
72156;506;0.4375;0.666667;;;1;44376;0
72159;506;0.375;0.604167;;;1;44366;0
72160;506;0.375;0.604167;;;1;44373;0
72163;506;0.4375;0.666667;;;1;44363;0
72164;506;0.4375;0.666667;;;1;44370;0
72165;506;0.4375;0.666667;;;1;44377;0
72168;424;0.375;0.458333;;;1;44364;0
72169;424;0.375;0.458333;;;0;44371;0
72172;424;0.625;0.708333;;;1;44369;0
72173;424;0.510417;0.59375;;;1;44372;0
72174;424;0.541667;0.625;;;1;44377;0
72184;432;0.416667;0.625;;;1;44365;0
72185;432;0.416667;0.625;;;1;44370;0
72186;432;0.416667;0.625;;;1;44372;0
72187;432;0.416667;0.625;;;1;44377;0
72194;322;0.625;0.833333;;;1;44365;0
72195;322;0.625;0.833333;;;1;44369;0
72196;322;0.625;0.833333;;;1;44372;0
72197;322;0.625;0.833333;;;1;44376;0
72205;499;0.708333;0.833333;;;1;44363;0
72208;420;0.375;0.5;;;1;44366;0
72209;420;0.375;0.5;;;1;44373;0
72214;420;0.5;0.708333;;;1;44368;0
72215;420;0.5;0.708333;;;1;44375;0
72218;469;0.666667;0.833333;;;1;44365;0
72219;469;0.666667;0.833333;;;1;44372;0
72222;469;0.375;0.458333;;;1;44365;0
72223;469;0.375;0.458333;;;1;44372;0
72226;358;0.625;0.708333;;;1;44365;0
72227;358;0.625;0.708333;;;1;44372;0
72232;131;0.458333;0.666667;;;1;44370;0
72239;55;0.375;0.5;;;0;44367;0
72240;55;0.375;0.458333;;;1;44374;0
72247;389;0.458333;0.541667;;;0;44368;0
72255;507;0.333333;0.583333;;;1;44370;0
72256;507;0.333333;0.583333;;;1;44371;0
72257;507;0.333333;0.583333;;;1;44372;0
72258;507;0.333333;0.583333;;;1;44377;0
72261;414;0.6875;0.791667;;;1;44365;0
72262;414;0.6875;0.791667;;;1;44372;0
72266;427;0.333333;0.541667;;;1;44366;0
72267;427;0.333333;0.541667;;;1;44373;0
72269;440;0.375;0.625;;;1;44367;0
72270;440;0.375;0.625;;;1;44374;0
72273;195;0.4375;0.541667;;;1;44365;0
72284;208;0.354167;0.416667;;;1;44363;0
72285;208;0.354167;0.416667;;;1;44365;0
72286;208;0.333333;0.416667;;;1;44366;0
72289;472;0.5;0.625;;;1;44363;0
72290;472;0.5;0.625;;;1;44370;0
72291;472;0.5;0.625;;;1;44377;0
72293;472;0.333333;0.458333;;;0;44364;0
72294;472;0.333333;0.458333;;;0;44371;0
72295;269;0.291667;0.625;;;1;44376;0
72297;269;0.333333;0.625;;;1;44377;0
72298;11;0.6875;0.833333;;;1;44363;0
72311;61;0.291667;0.5;;;1;44363;0
72312;61;0.333333;0.5;;;1;44370;0
72313;61;0.333333;0.5;;;1;44377;0
72314;61;0.333333;0.541667;;;1;44367;0
72315;61;0.333333;0.541667;;;1;44374;0
72319;437;0.333333;0.666667;;;1;44365;0
72325;208;0.447917;0.5;;;1;44364;0
72326;208;0.447917;0.5;;;1;44368;0
72327;208;0.447917;0.5;;;1;44371;0
72328;208;0.447917;0.5;;;1;44375;0
72329;208;0.354167;0.4375;;;1;44369;0
72330;208;0.354167;0.4375;;;1;44370;0
72331;208;0.354167;0.4375;;;1;44372;0
72332;208;0.354167;0.4375;;;1;44373;0
72333;208;0.354167;0.4375;;;1;44376;0
72334;208;0.354167;0.4375;;;1;44377;0
72338;38;0.333333;0.541667;;;1;44367;0
72339;38;0.333333;0.541667;;;1;44374;0
72351;508;0.291667;0.833333;;;1;44363;0
72352;508;0.291667;0.833333;;;1;44364;0
72353;508;0.291667;0.833333;;;1;44365;0
72354;508;0.291667;0.833333;;;1;44368;0
72355;508;0.291667;0.833333;;;1;44369;0
72356;508;0.291667;0.833333;;;1;44370;0
72357;508;0.291667;0.833333;;;1;44371;0
72358;508;0.291667;0.833333;;;1;44372;0
72359;508;0.291667;0.833333;;;1;44375;0
72360;508;0.291667;0.833333;;;1;44376;0
72361;508;0.291667;0.833333;;;1;44377;0
72364;508;0.291667;0.625;;;1;44366;0
72365;508;0.291667;0.625;;;1;44373;0
72366;464;0.333333;0.625;;;1;44366;0
72368;55;0.5;0.583333;;;1;44364;0
72370;218;0.6875;0.770833;;;1;44365;0
72371;218;0.6875;0.75;;;1;44369;0
72372;218;0.6875;0.75;;;1;44372;0
72373;218;0.6875;0.75;;;1;44376;0
72374;499;0.708333;0.833333;;;1;44365;0
72375;499;0.708333;0.833333;;;1;44368;0
72376;499;0.708333;0.833333;;;1;44369;0
72377;499;0.333333;0.375;;;0;44370;0
72378;499;0.708333;0.833333;;;1;44371;0
72379;499;0.333333;0.375;;;0;44372;0
72380;499;0.708333;0.833333;;;1;44375;0
72381;499;0.708333;0.833333;;;1;44376;0
72382;499;0.708333;0.833333;;;1;44377;0
72394;511;0.284722;0.840278;;;1;44363;0
72395;511;0.284722;0.840278;;;1;44364;0
72396;511;0.284722;0.840278;;;1;44365;0
72397;511;0.284722;0.840278;;;1;44368;0
72398;511;0.284722;0.840278;;;1;44369;0
72399;511;0.284722;0.840278;;;1;44370;0
72400;511;0.284722;0.840278;;;1;44371;0
72401;511;0.284722;0.840278;;;1;44372;0
72402;511;0.284722;0.840278;;;1;44375;0
72403;511;0.284722;0.840278;;;1;44376;0
72404;511;0.284722;0.840278;;;1;44377;0
72407;511;0.284722;0.631944;;;1;44366;0
72408;511;0.284722;0.631944;;;1;44373;0
72419;512;0.333333;0.458333;;;1;44363;0
72421;41;0.5;0.625;;;1;44364;0
72422;41;0.5;0.625;;;1;44376;0
72423;437;0.375;0.5;;;1;44369;0
72424;437;0.375;0.5;;;1;44376;0
72425;513;0.583333;0.833333;;;1;44364;0
72426;513;0.583333;0.833333;;;1;44371;0
72427;300;0.583333;0.833333;;;1;44364;0
72428;173;0.708333;0.791667;;;1;44365;0
72430;55;0.375;0.458333;;;1;44363;0
72431;55;0.375;0.458333;;;1;44365;0
72435;477;0.333333;0.5;;;1;44367;0
72437;9;0.333333;0.583333;;;0;44364;0
72438;300;0.333333;0.583333;;;1;44363;0
72439;414;0.6875;0.791667;;;1;44364;0
72441;319;0.625;0.791667;;;1;44363;0
72443;514;0.645833;0.75;;;1;44369;0
72444;514;0.645833;0.75;;;1;44376;0
72445;463;0.583333;0.666667;;;0;44364;0
72448;354;0.583333;0.708333;;;0;44363;0
72449;354;0.541667;0.666667;;;1;44364;0
72450;354;0.541667;0.666667;;;1;44365;0
72453;354;0.333333;0.458333;;;1;44367;0
72454;45;0.6875;0.833333;;;1;44364;0
72455;45;0.6875;0.833333;;;0;44365;0
72456;39;0.604167;0.65625;;;1;44368;0
72457;39;0.604167;0.65625;;;1;44375;0
72459;39;0.666667;0.75;;;1;44370;0
72460;39;0.666667;0.75;;;1;44377;0
72461;39;0.708333;0.75;;;1;44371;0
72468;515;0.291667;0.833333;;;1;44363;0
72469;515;0.291667;0.833333;;;1;44364;0
72470;515;0.291667;0.833333;;;1;44365;0
72471;515;0.291667;0.833333;;;1;44366;0
72472;515;0.291667;0.833333;;;1;44368;0
72473;515;0.291667;0.833333;;;1;44369;0
72474;515;0.291667;0.833333;;;1;44370;0
72475;515;0.291667;0.833333;;;1;44371;0
72476;515;0.291667;0.833333;;;1;44372;0
72477;515;0.291667;0.833333;;;1;44373;0
72478;515;0.291667;0.833333;;;1;44375;0
72479;515;0.291667;0.833333;;;1;44376;0
72480;515;0.291667;0.833333;;;1;44377;0
72494;517;0.291667;0.833333;;;1;44363;0
72495;517;0.291667;0.833333;;;1;44364;0
72496;517;0.291667;0.833333;;;1;44365;0
72497;517;0.291667;0.833333;;;1;44366;0
72498;517;0.291667;0.833333;;;1;44367;0
72499;517;0.291667;0.833333;;;1;44368;0
72500;517;0.291667;0.833333;;;1;44369;0
72501;517;0.291667;0.833333;;;1;44370;0
72502;517;0.291667;0.833333;;;1;44371;0
72503;517;0.291667;0.833333;;;1;44372;0
72504;517;0.291667;0.833333;;;1;44373;0
72505;517;0.291667;0.833333;;;1;44374;0
72506;517;0.291667;0.833333;;;1;44375;0
72507;517;0.291667;0.833333;;;1;44376;0
72508;517;0.291667;0.833333;;;1;44377;0
72509;22;0.625;0.729167;;;1;44363;0
72511;193;0.375;0.541667;;;1;44374;0
72512;41;0.5;0.666667;;;1;44369;0
72513;296;0.375;0.5;;;1;44363;0
72514;9;0.333333;0.583333;;;0;44365;0
72517;491;0.625;0.833333;;;1;44378;0
72518;491;0.625;0.833333;;;1;44379;0
72519;491;0.625;0.833333;;;1;44382;0
72520;491;0.625;0.833333;;;1;44383;0
72521;491;0.625;0.833333;;;1;44385;0
72522;491;0.625;0.833333;;;0;44386;0
72523;491;0.625;0.833333;;;1;44389;0
72524;491;0.625;0.833333;;;1;44390;0
72525;491;0.625;0.833333;;;1;44392;0
72535;491;0.354167;0.583333;;;1;44387;0
72539;478;0.375;0.458333;;;1;44363;0
72540;427;0.5;0.541667;;;0;44363;0
72543;437;0.625;0.666667;;;1;44363;0
72545;497;0.6875;0.791667;;;1;44377;0
72546;51;0.416667;0.5;;;1;44370;0
72547;51;0.416667;0.5;;;1;44377;0
72548;322;0.333333;0.541667;;;1;44364;0
72549;516;0.291667;0.833333;;;1;44364;0
72550;516;0.291667;0.833333;;;1;44365;0
72551;516;0.291667;0.833333;;;1;44368;0
72552;516;0.291667;0.833333;;;1;44369;0
72553;516;0.291667;0.833333;;;1;44370;0
72554;516;0.291667;0.833333;;;1;44371;0
72555;516;0.291667;0.833333;;;1;44372;0
72556;516;0.291667;0.833333;;;1;44375;0
72557;516;0.291667;0.833333;;;1;44376;0
72558;516;0.291667;0.833333;;;1;44377;0
72559;516;0.291667;0.625;;;1;44366;0
72560;516;0.291667;0.625;;;1;44373;0
72561;55;0.375;0.458333;;;1;44368;0
72562;55;0.375;0.458333;;;1;44369;0
72563;55;0.375;0.458333;;;1;44370;0
72564;55;0.5;0.583333;;;1;44371;0
72566;22;0.625;0.708333;;;1;44370;0
72567;511;0.284722;0.840278;;;1;44378;0
72568;511;0.284722;0.840278;;;1;44379;0
72569;511;0.284722;0.840278;;;1;44382;0
72570;511;0.284722;0.840278;;;1;44383;0
72571;511;0.284722;0.840278;;;1;44384;0
72572;511;0.284722;0.840278;;;1;44385;0
72573;511;0.284722;0.840278;;;1;44386;0
72574;511;0.284722;0.840278;;;1;44389;0
72575;511;0.284722;0.840278;;;1;44390;0
72576;511;0.284722;0.840278;;;1;44391;0
72577;511;0.284722;0.840278;;;1;44392;0
72589;511;0.284722;0.631944;;;1;44380;0
72590;511;0.284722;0.631944;;;1;44387;0
72594;495;0.333333;0.458333;;;1;44366;0
72595;437;0.375;0.5;;;1;44382;0
72596;437;0.375;0.5;;;1;44383;0
72597;437;0.375;0.5;;;1;44389;0
72598;437;0.375;0.5;;;1;44390;0
72603;437;0.375;0.5;;;0;44379;0
72604;437;0.375;0.5;;;1;44380;0
72605;437;0.375;0.5;;;0;44386;0
72606;437;0.375;0.5;;;1;44387;0
72612;487;0.333333;0.583333;;;1;44380;0
72613;487;0.333333;0.583333;;;1;44387;0
72617;365;0.333333;0.541667;;;1;44378;0
72618;365;0.333333;0.541667;;;1;44380;0
72619;365;0.666667;0.791667;;;1;44379;0
72654;516;0.291667;0.833333;;;1;44378;0
72655;516;0.291667;0.833333;;;1;44379;0
72656;516;0.291667;0.833333;;;1;44382;0
72657;516;0.291667;0.833333;;;1;44383;0
72658;516;0.291667;0.833333;;;1;44384;0
72659;516;0.291667;0.833333;;;1;44385;0
72660;516;0.291667;0.833333;;;1;44386;0
72661;516;0.291667;0.833333;;;1;44389;0
72662;516;0.291667;0.833333;;;1;44390;0
72663;516;0.291667;0.833333;;;1;44391;0
72664;516;0.291667;0.833333;;;1;44392;0
72676;516;0.291667;0.625;;;1;44380;0
72677;516;0.291667;0.625;;;1;44387;0
72681;476;0.666667;0.833333;;;1;44386;0
72685;354;0.479167;0.604167;;;1;44368;0
72686;354;0.625;0.75;;;1;44369;0
72687;354;0.625;0.75;;;1;44370;0
72689;354;0.333333;0.458333;;;1;44374;0
72690;322;0.333333;0.5;;;1;44365;0
72691;389;0.458333;0.541667;;;1;44368;0
72692;319;0.625;0.791667;;;1;44368;0
72693;354;0.75;0.833333;;;1;44368;0
72694;477;0.354167;0.479167;;;1;44373;0
72695;437;0.5;0.666667;;;1;44378;0
72696;437;0.5;0.666667;;;0;44379;0
72697;437;0.5;0.666667;;;1;44383;0
72698;437;0.5;0.666667;;;1;44385;0
72699;437;0.5;0.666667;;;0;44386;0
72700;437;0.5;0.666667;;;1;44390;0
72701;437;0.5;0.666667;;;1;44392;0
