ID;DOCID;BEGINTIME;ENDTIME;SHIFTDATE;ENABLED
402878;38;0.322917;0.333333;44364;1
402879;504;0.767361;0.770833;44364;1
402880;504;0.788194;0.791667;44364;1
402881;504;0.809028;0.8125;44364;1
402882;505;0.770833;0.833333;44364;1
402883;41;0.559028;0.5625;44364;1
402884;394;0.791667;0.8125;44370;1
402885;41;0.5625;0.579861;44364;1
402886;474;0.395833;0.541667;44363;1
402887;41;0.579861;0.583333;44364;1
402888;404;0.416667;0.541667;44363;1
402889;245;0.6875;0.725694;44363;1
402890;472;0.555556;0.5625;44363;1
402891;440;0.375;0.392361;44370;1
402892;289;0.5625;0.565972;44363;1
402893;208;0.482639;0.486111;44364;1
402894;269;0.375;0.388889;44369;1
402895;486;0.75;0.770833;44364;1
402896;333;0.729167;0.746528;44364;1
402897;181;0.791667;0.805556;44372;1
402898;11;0.395833;0.40625;44367;1
402899;300;0.652778;0.663194;44364;1
402900;38;0.416667;0.430556;44364;1
402901;365;0.458333;0.475694;44364;1
402902;11;0.40625;0.416667;44367;1
402903;38;0.458333;0.46875;44364;1
402904;384;0.729167;0.746528;44364;1
402905;365;0.479167;0.496528;44364;1
402906;365;0.475694;0.479167;44364;1
402907;365;0.496528;0.5;44364;1
402908;181;0.555556;0.572917;44364;0
402909;38;0.340278;0.350694;44364;1
402910;38;0.350694;0.354167;44364;1
402911;427;0.5;0.517361;44363;0
402912;300;0.663194;0.666667;44364;1
402913;322;0.416667;0.434028;44364;1
402914;300;0.704861;0.708333;44364;1
402915;173;0.708333;0.725694;44365;1
402916;181;0.555556;0.569444;44368;1
402917;269;0.444444;0.458333;44363;1
402918;480;0.479167;0.5;44363;1
402919;300;0.395833;0.4375;44368;1
402920;384;0.75;0.767361;44364;1
402921;384;0.767361;0.770833;44364;1
402922;384;0.746528;0.75;44364;1
402923;505;0.704861;0.708333;44364;1
402934;455;0.395833;0.413194;44368;1
402935;455;0.413194;0.416667;44368;1
402936;463;0.645833;0.666667;44364;0
402937;300;0.770833;0.788194;44364;1
402938;300;0.788194;0.791667;44364;1
402939;80;0.368056;0.381944;44366;1
402940;245;0.520833;0.540972;44364;1
402941;245;0.517361;0.520833;44364;1
402942;245;0.333333;0.353472;44365;1
402943;504;0.333333;0.336806;44368;1
402944;504;0.5;0.503472;44369;1
402945;504;0.5;0.503472;44371;1
402946;504;0.5;0.503472;44364;1
402947;504;0.333333;0.336806;44365;1
402948;504;0.333333;0.336806;44370;1
402949;504;0.333333;0.336806;44372;1
402950;504;0.333333;0.336806;44377;1
402951;494;0.583333;0.600694;44363;1
402952;494;0.579861;0.583333;44363;1
402953;494;0.600694;0.604167;44363;1
402954;11;0.822917;0.833333;44363;1
402955;476;0.729167;0.75;44365;1
402956;486;0.583333;0.6875;44364;1
402957;486;0.6875;0.708333;44364;1
402958;508;0.472222;0.541667;44365;1
402959;515;0.472222;0.541667;44365;1
402960;457;0.5;0.503472;44364;1
402961;61;0.395833;0.416667;44374;1
402962;208;0.486111;0.489583;44364;0
402963;208;0.489583;0.493056;44364;1
402964;300;0.791667;0.8125;44364;1
402965;464;0.5625;0.604167;44363;1
402966;38;0.5;0.520833;44369;1
402967;55;0.416667;0.427083;44366;1
402968;333;0.628472;0.666667;44364;1
402969;489;0.711806;0.71875;44364;1
402970;489;0.71875;0.722222;44364;1
402971;402;0.350694;0.354167;44364;1
402972;402;0.34375;0.347222;44371;1
402973;145;0.444444;0.458333;44374;1
402974;322;0.770833;0.791667;44365;1
402975;41;0.520833;0.541667;44369;1
402976;54;0.5;0.520833;44369;1
402977;300;0.458333;0.541667;44364;1
402978;289;0.4375;0.454861;44364;1
402979;300;0.333333;0.375;44364;0
402980;289;0.604167;0.625;44363;1
402981;300;0.333333;0.416667;44364;1
402982;464;0.333333;0.336806;44364;1
402983;38;0.472222;0.482639;44364;1
402984;506;0.4375;0.440972;44364;1
402985;504;0.503472;0.506944;44364;1
402986;54;0.520833;0.534722;44364;1
402987;80;0.381944;0.395833;44364;1
402988;489;0.708333;0.711806;44364;1
402989;505;0.6875;0.690972;44364;1
402996;245;0.434028;0.4375;44364;1
402997;245;0.454861;0.458333;44364;1
402998;289;0.479167;0.496528;44364;1
402999;47;0.722222;0.729167;44364;1
403000;47;0.729167;0.732639;44364;1
403001;289;0.454861;0.458333;44364;1
403002;289;0.496528;0.5;44364;1
403003;245;0.354167;0.375;44364;1
403004;289;0.375;0.378472;44364;1
403005;269;0.388889;0.399306;44364;1
403006;269;0.361111;0.385417;44364;1
403007;269;0.385417;0.388889;44364;1
403008;494;0.604167;0.75;44363;1
403009;269;0.399306;0.402778;44364;1
403010;289;0.5;0.520833;44364;0
403011;437;0.625;0.642361;44363;1
403012;245;0.625;0.628472;44364;1
403013;41;0.5;0.503472;44364;1
403014;414;0.375;0.5;44366;1
403015;414;0.6875;0.690972;44364;0
403016;491;0.625;0.628472;44364;1
403017;55;0.427083;0.4375;44365;1
403018;502;0.333333;0.625;44366;1
403019;38;0.430556;0.434028;44364;1
403020;38;0.46875;0.472222;44364;1
403021;38;0.291667;0.295139;44364;1
403022;289;0.541667;0.5625;44368;1
403023;322;0.333333;0.336806;44364;1
403024;208;0.378472;0.381944;44365;1
403025;208;0.381944;0.385417;44365;1
403026;208;0.385417;0.388889;44365;1
403027;365;0.6875;0.708333;44365;1
403028;55;0.447917;0.458333;44365;1
403029;181;0.541667;0.545139;44364;1
403030;450;0.625;0.628472;44364;1
403031;511;0.291667;0.305556;44378;1
403032;511;0.541667;0.555556;44378;1
403033;511;0.791667;0.805556;44378;1
403034;511;0.291667;0.305556;44379;1
403035;511;0.541667;0.555556;44379;1
403036;269;0.479167;0.5;44370;1
403037;511;0.791667;0.805556;44379;1
403038;511;0.291667;0.305556;44380;1
403039;511;0.541667;0.555556;44380;1
403040;511;0.625;0.631944;44380;1
403041;511;0.291667;0.305556;44382;1
403042;511;0.541667;0.555556;44382;1
403043;511;0.791667;0.805556;44382;1
403044;511;0.791667;0.805556;44383;1
403045;511;0.541667;0.555556;44383;1
403046;511;0.291667;0.305556;44383;1
403047;511;0.291667;0.305556;44384;1
403048;511;0.541667;0.555556;44384;1
403049;511;0.791667;0.805556;44384;1
403050;511;0.791667;0.805556;44385;1
403051;511;0.541667;0.555556;44385;1
403052;511;0.291667;0.305556;44385;1
403053;511;0.291667;0.305556;44386;1
403054;511;0.541667;0.555556;44386;1
403055;511;0.791667;0.805556;44386;1
403056;511;0.291667;0.305556;44387;1
403057;511;0.541667;0.555556;44387;1
403058;511;0.625;0.631944;44387;1
403059;511;0.791667;0.805556;44389;1
403060;511;0.541667;0.555556;44389;1
403061;269;0.402778;0.413194;44364;1
403062;511;0.291667;0.305556;44389;1
403063;269;0.413194;0.416667;44364;1
403064;511;0.291667;0.305556;44390;1
403065;511;0.541667;0.555556;44390;1
403066;511;0.791667;0.805556;44390;1
403067;511;0.791667;0.805556;44391;1
403068;511;0.541667;0.555556;44391;1
403069;511;0.291667;0.305556;44391;1
403070;511;0.291667;0.305556;44392;1
403071;511;0.541667;0.555556;44392;1
403072;511;0.791667;0.805556;44392;1
403074;245;0.725694;0.729167;44363;1
403083;80;0.3125;0.315972;44364;1
403097;414;0.729167;0.746528;44364;1
403100;414;0.746528;0.75;44364;1
403119;300;0.583333;0.597222;44369;1
403120;22;0.722222;0.729167;44363;1
403121;51;0.736111;0.739583;44363;1
403122;45;0.6875;0.690972;44364;1
403123;437;0.520833;0.538194;44364;1
403124;437;0.541667;0.559028;44364;1
403125;511;0.284722;0.291667;44378;1
403126;511;0.368056;0.375;44378;1
403127;511;0.451389;0.458333;44378;1
403128;511;0.534722;0.541667;44378;1
403129;437;0.538194;0.541667;44364;1
403130;437;0.559028;0.5625;44364;1
403131;511;0.618056;0.625;44378;1
403132;511;0.701389;0.708333;44378;1
403133;511;0.784722;0.791667;44378;1
403134;511;0.833333;0.840278;44378;1
403135;511;0.833333;0.840278;44379;1
403136;511;0.784722;0.791667;44379;1
403137;511;0.701389;0.708333;44379;1
403138;208;0.388889;0.392361;44365;1
403139;322;0.375;0.392361;44364;1
403140;208;0.453472;0.454861;44364;1
403141;322;0.395833;0.413194;44364;1
403142;208;0.45625;0.458333;44364;1
403143;511;0.618056;0.625;44379;1
403144;511;0.534722;0.541667;44379;1
403145;354;0.5625;0.565972;44364;1
403146;245;0.6875;0.704861;44364;1
403147;322;0.392361;0.395833;44364;1
403148;322;0.413194;0.416667;44364;1
403149;322;0.434028;0.4375;44364;1
403150;511;0.451389;0.458333;44379;1
403151;181;0.545139;0.548611;44364;1
403152;511;0.368056;0.375;44379;1
403153;511;0.284722;0.291667;44379;1
403154;511;0.284722;0.291667;44380;1
403155;511;0.368056;0.375;44380;1
403156;245;0.708333;0.725694;44364;1
403157;511;0.451389;0.458333;44380;1
403158;511;0.534722;0.541667;44380;1
403159;181;0.548611;0.555556;44364;1
403160;511;0.618056;0.625;44380;1
403161;511;0.284722;0.291667;44382;1
403162;511;0.368056;0.375;44382;1
403163;511;0.451389;0.458333;44382;1
403164;511;0.534722;0.541667;44382;1
403165;511;0.618056;0.625;44382;1
403166;511;0.701389;0.708333;44382;1
403167;181;0.652778;0.666667;44364;1
403168;414;0.6875;0.708333;44364;1
403169;506;0.458333;0.479167;44369;1
403170;511;0.784722;0.791667;44382;1
403171;511;0.833333;0.840278;44382;1
403172;511;0.284722;0.291667;44384;1
403173;511;0.368056;0.375;44384;1
403174;511;0.451389;0.458333;44384;1
403175;511;0.534722;0.541667;44384;1
403176;511;0.833333;0.840278;44383;1
403177;511;0.784722;0.791667;44383;1
403178;511;0.701389;0.708333;44383;1
403179;511;0.618056;0.625;44383;1
403180;511;0.534722;0.541667;44383;1
403181;511;0.451389;0.458333;44383;1
403182;511;0.368056;0.375;44383;1
403183;511;0.284722;0.291667;44383;1
403184;511;0.833333;0.840278;44384;1
403185;457;0.666667;0.670139;44364;1
403186;511;0.784722;0.791667;44384;1
403187;511;0.701389;0.708333;44384;1
403188;511;0.618056;0.625;44384;1
403189;511;0.284722;0.291667;44385;1
403190;511;0.368056;0.375;44385;1
403191;511;0.451389;0.458333;44385;1
403192;511;0.534722;0.541667;44385;1
403193;457;0.708333;0.75;44365;0
403194;511;0.618056;0.625;44385;1
403195;511;0.701389;0.708333;44385;1
403196;511;0.784722;0.791667;44385;1
403197;511;0.833333;0.840278;44385;1
403198;511;0.833333;0.840278;44386;1
403199;511;0.784722;0.791667;44386;1
403200;511;0.701389;0.708333;44386;1
403201;511;0.618056;0.625;44386;1
403202;511;0.534722;0.541667;44386;1
403203;511;0.451389;0.458333;44386;1
403204;511;0.368056;0.375;44386;1
403205;511;0.284722;0.291667;44386;1
403206;511;0.284722;0.291667;44387;1
403207;511;0.368056;0.375;44387;1
403208;511;0.451389;0.458333;44387;1
403209;511;0.534722;0.541667;44387;1
403210;511;0.618056;0.625;44387;1
403211;384;0.708333;0.711806;44364;1
403212;511;0.833333;0.840278;44389;1
403213;511;0.784722;0.791667;44389;1
403214;511;0.701389;0.708333;44389;1
403215;511;0.618056;0.625;44389;1
403216;511;0.534722;0.541667;44389;1
403217;511;0.451389;0.458333;44389;1
403218;511;0.368056;0.375;44389;1
403219;511;0.284722;0.291667;44389;1
403220;511;0.284722;0.291667;44390;1
403221;511;0.368056;0.375;44390;1
403222;511;0.451389;0.458333;44390;1
403223;511;0.534722;0.541667;44390;1
403224;511;0.618056;0.625;44390;1
403225;511;0.701389;0.708333;44390;1
403226;511;0.784722;0.791667;44390;1
403227;511;0.833333;0.840278;44390;1
403228;511;0.833333;0.840278;44391;1
403229;511;0.784722;0.791667;44391;1
403230;511;0.701389;0.708333;44391;1
403231;208;0.458333;0.460417;44364;1
403232;208;0.454861;0.45625;44364;1
403233;208;0.447917;0.449306;44364;1
403234;208;0.461806;0.465278;44364;1
403235;55;0.5;0.503472;44364;1
403236;424;0.375;0.458333;44364;1
403237;337;0.430556;0.451389;44368;1
403238;511;0.618056;0.625;44391;1
403239;511;0.534722;0.541667;44391;1
403240;511;0.451389;0.458333;44391;1
403241;511;0.368056;0.375;44391;1
403242;511;0.284722;0.291667;44391;1
403243;511;0.284722;0.291667;44392;1
403244;511;0.368056;0.375;44392;1
403245;511;0.451389;0.458333;44392;1
403246;511;0.534722;0.541667;44392;1
403247;511;0.618056;0.625;44392;1
403248;511;0.701389;0.708333;44392;1
403249;480;0.625;0.628472;44364;1
403250;511;0.784722;0.791667;44392;1
403251;511;0.833333;0.840278;44392;1
403260;337;0.451389;0.472222;44368;1
403261;437;0.5;0.503472;44364;1
403268;269;0.583333;0.590278;44365;1
403269;365;0.333333;0.354167;44364;1
403270;365;0.371528;0.375;44364;1
403271;475;0.46875;0.583333;44364;1
403272;488;0.6875;0.690972;44364;1
403273;269;0.5;0.517361;44365;1
403299;245;0.729167;0.746528;44368;1
403300;245;0.708333;0.725694;44369;1
403301;245;0.729167;0.746528;44370;1
403302;245;0.729167;0.746528;44371;1
403303;245;0.708333;0.725694;44372;1
403310;404;0.354167;0.371528;44365;1
403316;11;0.6875;0.694444;44375;1
403326;181;0.611111;0.625;44371;1
403351;195;0.75;0.767361;44377;1
403373;501;0.770833;0.833333;44363;1
403374;495;0.454861;0.458333;44366;1
403375;245;0.770833;0.833333;44363;1
403376;181;0.569444;0.583333;44368;1
403377;38;0.416667;0.430556;44367;1
403378;306;0.416667;0.4375;44364;1
403379;38;0.482639;0.486111;44364;1
403380;45;0.708333;0.729167;44371;1
403381;461;0.708333;0.711806;44364;0
403382;306;0.375;0.416667;44364;1
403383;61;0.458333;0.479167;44374;1
403384;145;0.458333;0.479167;44374;1
403385;269;0.291667;0.295139;44364;1
403386;245;0.704861;0.708333;44364;1
403387;11;0.6875;0.694444;44371;1
403388;472;0.5;0.625;44364;0
403389;55;0.416667;0.427083;44365;1
403390;513;0.583333;0.586806;44364;1
403391;461;0.708333;0.833333;44369;1
403392;482;0.336806;0.340278;44364;1
403393;47;0.666667;0.670139;44364;1
403394;354;0.541667;0.545139;44364;1
403395;92;0.708333;0.711806;44364;1
403396;333;0.75;0.767361;44364;1
403397;333;0.746528;0.75;44364;1
403398;365;0.416667;0.4375;44370;1
403399;365;0.4375;0.458333;44370;1
403400;365;0.5;0.520833;44364;1
403401;365;0.333333;0.354167;44369;1
403402;55;0.552083;0.559028;44364;1
403403;365;0.458333;0.479167;44371;1
403404;289;0.479167;0.5;44371;1
403405;437;0.5;0.520833;44371;1
403406;208;0.350694;0.357639;44366;1
403407;300;0.694444;0.704861;44364;1
403408;45;0.729167;0.75;44371;1
403409;11;0.708333;0.71875;44371;1
403410;322;0.5;0.541667;44364;1
403411;55;0.375;0.385417;44365;1
403412;365;0.520833;0.541667;44364;1
403413;455;0.416667;0.434028;44368;1
403414;61;0.4375;0.458333;44374;1
403415;365;0.666667;0.684028;44365;1
403416;432;0.472222;0.625;44365;1
403417;384;0.791667;0.8125;44364;1
403418;322;0.729167;0.75;44369;1
403419;208;0.447917;0.458333;44375;1
403420;389;0.458333;0.468056;44375;1
403421;420;0.5;0.509722;44375;1
403422;38;0.333333;0.347222;44365;1
403423;432;0.416667;0.625;44370;1
403424;432;0.416667;0.625;44372;1
403425;432;0.416667;0.625;44377;1
403426;322;0.729167;0.75;44365;1
403427;269;0.458333;0.46875;44365;1
403428;245;0.458333;0.478472;44365;1
403429;389;0.472222;0.541667;44375;1
403430;11;0.697917;0.708333;44371;1
403431;269;0.597222;0.607639;44365;1
403432;195;0.6875;0.708333;44370;1
403433;322;0.4375;0.447917;44364;1
403434;208;0.496528;0.5;44364;1
403435;208;0.493056;0.496528;44364;0
403436;38;0.486111;0.5;44364;1
403437;54;0.541667;0.555556;44364;1
403438;354;0.565972;0.583333;44364;1
403439;289;0.583333;0.600694;44364;1
403440;354;0.583333;0.59375;44365;1
403441;289;0.59375;0.604167;44365;1
403442;208;0.392361;0.402778;44365;0
403443;457;0.666667;0.697917;44365;1
403444;208;0.493056;0.496528;44364;1
403445;300;0.583333;0.604167;44370;1
403446;55;0.576389;0.583333;44364;1
403447;354;0.552083;0.5625;44364;1
403448;354;0.625;0.75;44370;1
403449;289;0.572917;0.583333;44364;1
403450;354;0.479167;0.604167;44368;1
403451;54;0.541667;0.559028;44369;1
403452;269;0.527778;0.538194;44365;1
403453;38;0.361111;0.375;44369;1
403454;414;0.6875;0.708333;44369;1
403455;38;0.375;0.388889;44369;1
403456;414;0.708333;0.729167;44369;1
403457;245;0.4375;0.458333;44368;1
403458;245;0.395833;0.413194;44369;1
403459;245;0.395833;0.413194;44370;1
403460;394;0.8125;0.833333;44370;1
403461;55;0.506944;0.510417;44364;1
403462;269;0.458333;0.472222;44364;1
403463;365;0.333333;0.354167;44366;1
403464;24;0.6875;0.697917;44368;1
403465;269;0.541667;0.552083;44365;1
403466;464;0.4375;0.458333;44364;1
403467;432;0.430556;0.458333;44365;1
403468;269;0.388889;0.430556;44369;1
403469;306;0.4375;0.541667;44364;1
403470;47;0.6875;0.708333;44369;1
403471;354;0.604167;0.625;44365;1
403472;300;0.8125;0.833333;44364;1
403473;208;0.392361;0.395833;44365;1
403474;208;0.486111;0.489583;44364;1
403475;269;0.472222;0.489583;44365;1
403476;245;0.729167;0.767361;44364;1
403477;61;0.479167;0.5;44374;1
403478;269;0.416667;0.430556;44370;1
403479;322;0.354167;0.375;44365;1
403480;269;0.385417;0.388889;44365;1
403481;333;0.708333;0.729167;44364;1
403482;269;0.413194;0.415972;44365;1
403483;208;0.395833;0.402778;44365;1
403484;269;0.46875;0.472222;44365;1
403485;269;0.489583;0.493056;44365;1
403486;269;0.517361;0.520833;44365;1
403487;269;0.538194;0.540972;44365;1
403488;269;0.552083;0.555556;44365;1
403489;269;0.590278;0.59375;44365;1
403490;269;0.607639;0.611111;44365;1
403491;55;0.541667;0.545139;44364;1
403492;289;0.5;0.520833;44364;1
403493;173;0.746528;0.75;44365;1
403494;92;0.708333;0.729167;44371;1
403495;173;0.767361;0.770833;44365;1
403496;92;0.729167;0.75;44371;1
403497;173;0.788194;0.790972;44365;1
403498;55;0.385417;0.395833;44365;1
403499;173;0.725694;0.729167;44365;1
403500;289;0.375;0.395833;44368;1
403501;208;0.402778;0.40625;44365;1
403502;300;0.458333;0.478472;44368;1
403503;404;0.371528;0.375;44365;1
