DCODE;WORKDATE;BHOUR;BMIN;FHOUR;FMIN
10001418;2021-06-26 00:00:00.000;15;30;16;0
10000038;2021-06-26 00:00:00.000;10;0;10;30
10000038;2021-06-26 00:00:00.000;10;30;11;0
10000672;2021-06-26 00:00:00.000;10;0;10;30
10000672;2021-06-26 00:00:00.000;10;30;11;0
10000672;2021-06-26 00:00:00.000;11;0;11;30
10001418;2021-06-26 00:00:00.000;11;0;11;30
10000038;2021-06-26 00:00:00.000;15;0;15;30
10000321;2021-06-23 00:00:00.000;15;0;15;30
10000321;2021-06-17 00:00:00.000;15;0;15;30
10000321;2021-06-19 00:00:00.000;9;0;9;30
10000321;2021-06-22 00:00:00.000;17;30;18;0
10001760;2021-06-17 00:00:00.000;9;30;10;0
10000303;2021-06-18 00:00:00.000;19;0;19;30
10001687;2021-07-01 00:00:00.000;17;30;18;0
10001638;2021-06-17 00:00:00.000;11;0;11;30
10001773;2021-06-18 00:00:00.000;12;30;13;0
10000054;2021-06-17 00:00:00.000;17;15;18;0
10000171;2021-06-19 00:00:00.000;12;30;13;0
-1;2021-06-17 00:00:00.000;15;0;21;0
10000303;2021-06-21 00:00:00.000;19;0;19;30
-1;2021-06-21 00:00:00.000;19;40;20;0
10000303;2021-06-18 00:00:00.000;15;30;16;0
10000321;2021-06-22 00:00:00.000;19;30;20;0
10000213;2021-06-17 00:00:00.000;19;0;19;30
10000321;2021-06-18 00:00:00.000;18;30;19;0
10001521;2021-06-23 00:00:00.000;19;0;19;30
10001638;2021-06-19 00:00:00.000;12;0;12;30
10001687;2021-07-01 00:00:00.000;19;0;19;30
10001521;2021-06-19 00:00:00.000;9;0;9;30
10001521;2021-06-23 00:00:00.000;19;30;20;0
10000252;2021-06-17 00:00:00.000;14;30;15;0
10000672;2021-06-17 00:00:00.000;9;30;10;0
10000303;2021-06-18 00:00:00.000;16;0;16;30
10000292;2021-06-17 00:00:00.000;11;0;11;20
10000185;2021-06-19 00:00:00.000;12;0;12;30
10001516;2021-06-23 00:00:00.000;20;30;21;0
10000380;2021-06-19 00:00:00.000;9;0;9;30
10001776;2021-06-24 00:00:00.000;15;0;15;30
10001638;2021-06-17 00:00:00.000;11;30;12;0
10001570;2021-06-17 00:00:00.000;12;0;12;30
10001638;2021-06-21 00:00:00.000;14;30;15;0
10000252;2021-06-18 00:00:00.000;13;30;14;0
10000252;2021-06-18 00:00:00.000;13;0;13;30
10000054;2021-06-18 00:00:00.000;12;30;13;15
10000380;2021-06-19 00:00:00.000;12;0;12;30
10000252;2021-06-18 00:00:00.000;14;0;14;15
10000220;2021-06-28 00:00:00.000;18;30;19;0
10001703;2021-06-17 00:00:00.000;16;0;16;30
10001524;2021-06-17 00:00:00.000;10;1;10;2
10001524;2021-06-17 00:00:00.000;10;3;10;4
10001524;2021-06-17 00:00:00.000;10;5;10;6
10001524;2021-06-17 00:00:00.000;10;6;10;7
10001524;2021-06-17 00:00:00.000;10;8;10;9
10001524;2021-06-17 00:00:00.000;10;11;10;12
10001590;2021-06-17 00:00:00.000;8;30;9;0
10000672;2021-06-21 00:00:00.000;20;30;21;0
10001710;2021-06-18 00:00:00.000;12;0;12;30
10001588;2021-06-19 00:00:00.000;12;30;13;0
10001605;2021-06-18 00:00:00.000;15;30;16;0
10001524;2021-06-17 00:00:00.000;10;17;10;18
10001524;2021-06-17 00:00:00.000;10;16;10;17
10001524;2021-06-17 00:00:00.000;10;15;10;16
10000252;2021-06-18 00:00:00.000;12;30;13;0
10001486;2021-06-23 00:00:00.000;20;0;20;30
10001638;2021-06-19 00:00:00.000;10;0;10;30
10001638;2021-06-17 00:00:00.000;12;30;13;0
10000252;2021-07-14 00:00:00.000;11;0;11;30
10001773;2021-06-18 00:00:00.000;11;0;11;30
10001620;2021-06-19 00:00:00.000;9;0;9;30
10001773;2021-06-18 00:00:00.000;10;30;11;0
10001773;2021-06-18 00:00:00.000;10;0;10;30
10001638;2021-06-17 00:00:00.000;13;0;13;30
10001638;2021-06-19 00:00:00.000;11;30;12;0
10000185;2021-06-19 00:00:00.000;10;0;10;30
10000280;2021-06-19 00:00:00.000;10;30;11;0
10001749;2021-06-19 00:00:00.000;10;30;11;0
10001773;2021-06-18 00:00:00.000;13;30;14;0
10001710;2021-06-18 00:00:00.000;10;30;11;0
10001605;2021-06-18 00:00:00.000;16;0;16;30
10000672;2021-06-21 00:00:00.000;19;0;19;30
10001418;2021-06-17 00:00:00.000;9;30;10;0
10001731;2021-06-18 00:00:00.000;18;50;19;10
10000089;2021-06-21 00:00:00.000;15;30;16;0
10000654;2021-06-22 00:00:00.000;18;0;18;30
10001702;2021-06-18 00:00:00.000;11;0;11;30
10001605;2021-06-18 00:00:00.000;16;30;17;0
10000303;2021-06-18 00:00:00.000;17;0;17;30
10001710;2021-06-18 00:00:00.000;11;0;11;30
10000083;2021-06-28 00:00:00.000;16;30;17;0
10001718;2021-06-17 00:00:00.000;19;30;20;0
10000672;2021-06-22 00:00:00.000;10;0;10;30
10001590;2021-06-17 00:00:00.000;10;0;10;30
10001588;2021-06-19 00:00:00.000;11;0;11;30
10001731;2021-06-21 00:00:00.000;16;10;16;30
-1;2021-06-17 00:00:00.000;9;0;9;30
-1;2021-06-18 00:00:00.000;10;0;10;10
-1;2021-06-17 00:00:00.000;9;30;9;55
10000303;2021-06-21 00:00:00.000;15;0;15;30
10001638;2021-06-19 00:00:00.000;13;0;13;30
10001418;2021-06-17 00:00:00.000;10;0;10;30
10001588;2021-06-19 00:00:00.000;10;30;11;0
-1;2021-06-18 00:00:00.000;15;0;15;20
10001710;2021-06-18 00:00:00.000;11;30;12;0
10000083;2021-06-28 00:00:00.000;15;30;16;0
10001554;2021-06-30 00:00:00.000;17;0;17;30
-1;2021-06-17 00:00:00.000;8;0;8;30
10001588;2021-06-19 00:00:00.000;10;0;10;30
10001516;2021-06-23 00:00:00.000;16;0;16;30
10000280;2021-06-19 00:00:00.000;12;0;12;30
10001638;2021-06-21 00:00:00.000;12;0;12;30
10001702;2021-06-18 00:00:00.000;12;0;12;30
10001638;2021-06-19 00:00:00.000;11;0;11;30
10001702;2021-06-21 00:00:00.000;11;30;12;0
10000083;2021-06-29 00:00:00.000;8;0;8;30
10001710;2021-06-18 00:00:00.000;12;30;13;0
10001703;2021-06-17 00:00:00.000;17;0;17;30
10001544;2021-06-21 00:00:00.000;20;0;20;30
-1;2021-06-23 00:00:00.000;15;0;15;15
-1;2021-06-30 00:00:00.000;15;0;15;15
10000054;2021-06-17 00:00:00.000;18;0;18;45
10000672;2021-06-22 00:00:00.000;10;30;11;0
10001698;2021-06-17 00:00:00.000;8;0;8;30
10000308;2021-06-18 00:00:00.000;13;15;14;0
10001524;2021-06-17 00:00:00.000;10;2;10;3
10001524;2021-06-18 00:00:00.000;10;5;10;6
10001524;2021-06-17 00:00:00.000;10;4;10;5
10001524;2021-06-17 00:00:00.000;10;7;10;8
10001524;2021-06-17 00:00:00.000;10;9;10;10
10001524;2021-06-18 00:00:00.000;10;6;10;7
10001524;2021-06-18 00:00:00.000;10;7;10;8
10001524;2021-06-17 00:00:00.000;10;12;10;13
10001699;2021-06-17 00:00:00.000;13;32;13;33
10001699;2021-06-18 00:00:00.000;13;30;13;31
10001699;2021-06-17 00:00:00.000;13;35;13;36
10001699;2021-06-18 00:00:00.000;13;33;13;34
10001699;2021-06-17 00:00:00.000;13;36;13;37
10000054;2021-06-18 00:00:00.000;10;0;10;15
10000054;2021-06-18 00:00:00.000;8;45;9;15
10001698;2021-06-22 00:00:00.000;19;0;19;30
10000054;2021-06-18 00:00:00.000;9;15;10;0
10001515;2021-06-18 00:00:00.000;13;30;14;0
10001515;2021-06-22 00:00:00.000;13;30;14;0
10000292;2021-06-17 00:00:00.000;8;20;9;0
10001570;2021-06-17 00:00:00.000;8;0;8;30
10001590;2021-06-17 00:00:00.000;11;0;11;30
10001699;2021-06-17 00:00:00.000;13;38;13;39
10001699;2021-06-17 00:00:00.000;13;40;13;41
10001524;2021-06-18 00:00:00.000;10;1;10;2
10001524;2021-06-19 00:00:00.000;10;1;10;2
10001524;2021-06-20 00:00:00.000;10;1;10;2
10000672;2021-06-21 00:00:00.000;18;0;18;30
10000083;2021-06-29 00:00:00.000;8;30;9;0
10001638;2021-06-19 00:00:00.000;10;30;11;0
10001418;2021-06-18 00:00:00.000;12;30;13;0
10000252;2021-06-17 00:00:00.000;11;15;11;30
10000054;2021-06-21 00:00:00.000;15;0;15;45
10001620;2021-06-17 00:00:00.000;10;0;11;0
10001418;2021-06-17 00:00:00.000;11;0;11;30
10000171;2021-06-19 00:00:00.000;10;30;11;0
10001749;2021-06-19 00:00:00.000;11;0;11;30
10001699;2021-06-17 00:00:00.000;13;43;13;44
10001638;2021-06-19 00:00:00.000;12;30;13;0
10000171;2021-06-19 00:00:00.000;12;0;12;30
10001761;2021-06-21 00:00:00.000;11;30;12;0
10001699;2021-06-17 00:00:00.000;13;45;13;46
10001699;2021-06-18 00:00:00.000;13;35;13;36
10001699;2021-06-19 00:00:00.000;15;30;15;31
10001524;2021-06-20 00:00:00.000;10;3;10;4
10001699;2021-06-17 00:00:00.000;13;47;13;48
10001699;2021-06-18 00:00:00.000;13;36;13;37
10001699;2021-06-17 00:00:00.000;13;48;13;49
10001699;2021-06-17 00:00:00.000;13;51;13;52
10001515;2021-06-18 00:00:00.000;13;30;13;31
10001699;2021-06-17 00:00:00.000;13;53;13;54
10001515;2021-06-18 00:00:00.000;13;32;13;33
10001464;2021-06-21 00:00:00.000;20;0;20;30
10001699;2021-06-17 00:00:00.000;13;56;13;57
10001524;2021-06-18 00:00:00.000;10;3;10;4
10001464;2021-06-24 00:00:00.000;18;30;19;0
10001464;2021-06-28 00:00:00.000;18;0;18;30
10001699;2021-06-19 00:00:00.000;15;31;15;32
10001524;2021-06-20 00:00:00.000;10;4;10;5
10001524;2021-06-17 00:00:00.000;10;13;10;14
10001699;2021-06-17 00:00:00.000;13;57;13;58
10001699;2021-06-18 00:00:00.000;13;37;13;38
10001699;2021-06-19 00:00:00.000;15;32;15;33
10001524;2021-06-20 00:00:00.000;10;5;10;6
10001699;2021-06-17 00:00:00.000;13;58;13;59
10001699;2021-06-18 00:00:00.000;13;39;13;40
10001524;2021-06-17 00:00:00.000;10;0;10;1
10001524;2021-06-18 00:00:00.000;10;4;10;5
10001524;2021-06-19 00:00:00.000;10;2;10;3
10001524;2021-06-20 00:00:00.000;10;6;10;7
10001749;2021-06-19 00:00:00.000;11;30;12;0
10001642;2021-06-29 00:00:00.000;10;0;10;30
10001776;2021-06-18 00:00:00.000;11;30;12;0
10000054;2021-06-18 00:00:00.000;8;0;8;45
10000089;2021-06-22 00:00:00.000;8;0;8;30
10001702;2021-06-18 00:00:00.000;8;0;8;30
10000054;2021-06-22 00:00:00.000;8;45;9;30
10001761;2021-06-21 00:00:00.000;12;30;13;0
-1;2021-06-17 00:00:00.000;10;0;10;30
10001702;2021-06-17 00:00:00.000;9;30;10;0
-1;2021-06-17 00:00:00.000;9;40;10;10
10001761;2021-06-21 00:00:00.000;13;0;13;30
10001710;2021-06-18 00:00:00.000;9;0;9;30
10000252;2021-07-13 00:00:00.000;12;0;12;30
10001570;2021-06-18 00:00:00.000;18;0;18;30
10000292;2021-06-17 00:00:00.000;11;20;11;40
10000054;2021-06-18 00:00:00.000;11;0;11;45
-1;2021-06-17 00:00:00.000;12;0;12;30
10001710;2021-06-18 00:00:00.000;14;0;14;30
10000054;2021-06-22 00:00:00.000;10;30;10;55
10000303;2021-06-18 00:00:00.000;16;30;17;0
10000252;2021-07-13 00:00:00.000;13;0;13;30
10001642;2021-06-17 00:00:00.000;19;0;19;30
10001605;2021-06-30 00:00:00.000;15;0;15;30
10001700;2021-06-17 00:00:00.000;12;0;12;30
10001642;2021-06-22 00:00:00.000;11;0;11;30
10000083;2021-06-28 00:00:00.000;20;0;20;30
10001702;2021-06-21 00:00:00.000;13;30;14;0
10000185;2021-06-17 00:00:00.000;18;30;19;0
10000252;2021-06-18 00:00:00.000;14;15;14;30
10000591;2021-06-17 00:00:00.000;17;40;18;20
10001642;2021-06-17 00:00:00.000;17;0;17;30
10000213;2021-06-17 00:00:00.000;18;30;19;0
10001718;2021-06-17 00:00:00.000;19;0;19;30
10000083;2021-06-30 00:00:00.000;13;0;13;30
-1;2021-06-17 00:00:00.000;10;0;12;0
-1;2021-06-17 00:00:00.000;15;0;15;30
-1;2021-06-18 00:00:00.000;10;0;11;0
-1;2021-06-19 00:00:00.000;10;0;11;30
10001702;2021-06-21 00:00:00.000;13;0;13;30
10000054;2021-06-28 00:00:00.000;18;0;18;45
10000292;2021-06-17 00:00:00.000;9;0;9;20
10001590;2021-06-19 00:00:00.000;9;0;9;30
10000083;2021-06-29 00:00:00.000;12;0;12;30
10001605;2021-06-21 00:00:00.000;13;30;14;0
10001605;2021-06-22 00:00:00.000;13;30;14;0
10001605;2021-06-24 00:00:00.000;13;30;14;0
10001515;2021-06-29 00:00:00.000;13;30;14;0
10001605;2021-06-29 00:00:00.000;13;30;14;0
10001702;2021-06-21 00:00:00.000;12;0;12;30
10001638;2021-06-21 00:00:00.000;10;30;11;0
10001638;2021-06-21 00:00:00.000;11;0;11;30
10001642;2021-06-21 00:00:00.000;20;0;20;30
10001731;2021-06-17 00:00:00.000;14;50;15;10
10001731;2021-06-18 00:00:00.000;14;30;14;50
10000280;2021-06-19 00:00:00.000;12;30;13;0
10000171;2021-06-18 00:00:00.000;9;0;17;0
-1;2021-06-17 00:00:00.000;8;0;8;30
10001637;2021-06-18 00:00:00.000;9;0;16;0
10001637;2021-06-17 00:00:00.000;9;0;12;0
10001637;2021-06-17 00:00:00.000;13;0;16;0
10000280;2021-06-19 00:00:00.000;11;30;12;0
10001731;2021-06-18 00:00:00.000;14;50;17;20
-1;2021-06-18 00:00:00.000;11;50;12;10
10000591;2021-06-17 00:00:00.000;18;20;19;20
10001642;2021-06-29 00:00:00.000;10;30;11;0
10000672;2021-06-24 00:00:00.000;13;0;13;30
10000185;2021-06-29 00:00:00.000;15;0;15;30
10001642;2021-06-18 00:00:00.000;8;0;8;30
10001700;2021-06-18 00:00:00.000;8;30;9;0
10001590;2021-06-17 00:00:00.000;9;30;10;0
10001638;2021-06-17 00:00:00.000;14;30;15;0
10001637;2021-06-17 00:00:00.000;12;30;13;0
10000185;2021-06-21 00:00:00.000;10;30;11;0
10001702;2021-06-22 00:00:00.000;10;30;11;0
10001642;2021-06-17 00:00:00.000;18;30;19;0
10001776;2021-06-18 00:00:00.000;9;30;10;0
10001698;2021-06-23 00:00:00.000;11;0;12;0
10001642;2021-06-22 00:00:00.000;12;30;13;0
10001637;2021-06-17 00:00:00.000;12;0;12;30
10000303;2021-06-21 00:00:00.000;15;30;16;0
10001681;2021-06-18 00:00:00.000;18;0;18;30
10000213;2021-06-18 00:00:00.000;13;0;13;30
10001681;2021-06-19 00:00:00.000;12;0;12;30
10000721;2021-06-22 00:00:00.000;18;30;19;0
10000721;2021-06-17 00:00:00.000;16;10;16;40
10001773;2021-06-18 00:00:00.000;12;0;12;30
10000672;2021-06-21 00:00:00.000;17;30;18;0
10001703;2021-06-22 00:00:00.000;18;0;18;30
10000303;2021-06-21 00:00:00.000;16;0;16;30
10000021;2021-06-17 00:00:00.000;11;0;11;30
-1;2021-06-17 00:00:00.000;11;30;12;0
10000021;2021-06-18 00:00:00.000;12;0;12;30
-1;2021-06-18 00:00:00.000;12;30;13;0
10000321;2021-06-22 00:00:00.000;17;0;17;30
10001731;2021-06-22 00:00:00.000;17;30;17;50
10000321;2021-06-23 00:00:00.000;17;0;17;30
10000591;2021-06-17 00:00:00.000;19;20;20;20
10001702;2021-06-21 00:00:00.000;12;30;13;0
10001703;2021-06-17 00:00:00.000;19;0;19;30
10001544;2021-06-24 00:00:00.000;17;0;17;30
10001588;2021-06-19 00:00:00.000;15;30;16;0
10000672;2021-06-22 00:00:00.000;11;0;11;30
-1;2021-06-17 00:00:00.000;9;30;10;0
10001681;2021-06-18 00:00:00.000;16;30;17;0
10000321;2021-06-17 00:00:00.000;16;30;17;0
10001731;2021-06-17 00:00:00.000;17;10;17;30
10000321;2021-06-18 00:00:00.000;17;0;17;30
10001731;2021-06-18 00:00:00.000;17;40;18;0
10000321;2021-06-22 00:00:00.000;16;30;17;0
10001731;2021-06-22 00:00:00.000;17;10;17;30
10001731;2021-06-23 00:00:00.000;17;10;17;30
10000321;2021-06-23 00:00:00.000;17;30;18;0
10000644;2021-06-18 00:00:00.000;16;50;17;30
10001702;2021-06-21 00:00:00.000;10;30;11;0
10001773;2021-06-18 00:00:00.000;9;30;10;0
10000672;2021-06-25 00:00:00.000;9;30;10;0
10000303;2021-06-21 00:00:00.000;16;30;17;0
10001642;2021-06-22 00:00:00.000;12;0;12;30
10000213;2021-06-25 00:00:00.000;15;0;15;30
10000185;2021-06-22 00:00:00.000;15;0;15;30
10001575;2021-06-22 00:00:00.000;19;0;20;0
10001681;2021-06-19 00:00:00.000;11;30;12;0
10001521;2021-06-17 00:00:00.000;8;0;8;30
-1;2021-06-19 00:00:00.000;10;20;10;30
10001642;2021-06-19 00:00:00.000;12;0;12;30
10001681;2021-06-22 00:00:00.000;8;0;8;30
10000089;2021-06-22 00:00:00.000;8;30;10;0
10000672;2021-06-21 00:00:00.000;19;30;20;0
10001776;2021-06-22 00:00:00.000;10;0;10;30
-1;2021-06-21 00:00:00.000;19;30;20;0
-1;2021-06-22 00:00:00.000;10;30;11;0
10000672;2021-06-28 00:00:00.000;18;0;18;30
10001590;2021-06-18 00:00:00.000;9;0;9;30
-1;2021-06-17 00:00:00.000;8;30;9;0
-1;2021-06-18 00:00:00.000;8;0;8;30
-1;2021-06-21 00:00:00.000;8;0;8;30
-1;2021-06-22 00:00:00.000;8;0;8;30
-1;2021-06-23 00:00:00.000;8;0;8;30
10000213;2021-06-19 00:00:00.000;13;0;13;30
10000639;2021-06-17 00:00:00.000;8;20;8;35
10000721;2021-06-22 00:00:00.000;19;0;19;30
10000321;2021-06-18 00:00:00.000;19;0;19;30
10001698;2021-06-21 00:00:00.000;8;30;9;0
10001749;2021-06-18 00:00:00.000;20;20;21;0
10000672;2021-06-28 00:00:00.000;19;30;20;0
10000185;2021-06-24 00:00:00.000;19;30;20;0
10001544;2021-06-24 00:00:00.000;20;0;20;30
10000303;2021-06-21 00:00:00.000;18;0;18;30
10001703;2021-06-21 00:00:00.000;19;0;19;30
10000644;2021-06-23 00:00:00.000;19;30;20;0
10000292;2021-06-17 00:00:00.000;8;0;8;20
10001590;2021-06-23 00:00:00.000;20;0;20;30
10000054;2021-06-28 00:00:00.000;18;45;19;30
10001605;2021-06-23 00:00:00.000;15;0;15;30
10001605;2021-06-28 00:00:00.000;13;30;14;0
10000639;2021-06-18 00:00:00.000;19;0;19;30
10001710;2021-06-17 00:00:00.000;8;30;9;0
10001638;2021-06-19 00:00:00.000;13;30;14;0
10001705;2021-06-23 00:00:00.000;9;0;9;30
10000380;2021-06-19 00:00:00.000;9;30;10;0
10000672;2021-06-21 00:00:00.000;17;0;17;30
10001700;2021-06-17 00:00:00.000;10;0;10;30
10001544;2021-06-21 00:00:00.000;19;0;19;30
10001700;2021-06-19 00:00:00.000;11;0;11;30
10000380;2021-06-19 00:00:00.000;13;0;13;30
10000721;2021-06-22 00:00:00.000;18;0;18;30
10000639;2021-06-18 00:00:00.000;19;30;20;0
10000083;2021-06-30 00:00:00.000;8;0;8;30
10001638;2021-06-21 00:00:00.000;9;0;9;30
10000185;2021-06-21 00:00:00.000;11;0;11;30
10000639;2021-06-17 00:00:00.000;11;0;11;30
10001698;2021-06-17 00:00:00.000;10;0;10;30
10001761;2021-06-22 00:00:00.000;14;0;14;30
10001642;2021-06-22 00:00:00.000;11;30;12;0
10001544;2021-06-17 00:00:00.000;19;0;19;30
10001761;2021-06-21 00:00:00.000;12;0;12;30
10000054;2021-06-17 00:00:00.000;15;0;15;45
10001710;2021-06-17 00:00:00.000;9;30;10;0
10000292;2021-06-17 00:00:00.000;12;20;12;40
10000054;2021-06-22 00:00:00.000;11;45;12;30
10001761;2021-06-22 00:00:00.000;14;30;15;0
10000054;2021-06-18 00:00:00.000;13;15;14;0
10001642;2021-06-21 00:00:00.000;15;0;15;30
10001702;2021-06-22 00:00:00.000;11;0;11;30
10001772;2021-06-17 00:00:00.000;18;20;18;40
10001724;2021-06-17 00:00:00.000;18;30;18;45
10000639;2021-06-17 00:00:00.000;12;30;13;0
10000633;2021-06-17 00:00:00.000;17;0;17;30
-1;2021-06-24 00:00:00.000;8;0;8;30
10000278;2021-06-17 00:00:00.000;18;35;18;50
10001700;2021-06-17 00:00:00.000;11;30;12;0
10001702;2021-06-17 00:00:00.000;10;30;11;0
-1;2021-06-24 00:00:00.000;8;30;9;0
